Tabela_Final_País,Tabela_Final_Código,Tabela_Final_Ano,Tabela_Final_Energia_Hídrica_,Tabela_Final_Energia_Éolica_,Tabela_Final_Energia_Solar_,Tabela_Final_Energia_Renovável_,Tabela_Final_Renewables_bins_
Turkey,TUR,1998,38.03,0.00,0.00,15.14,14.48
Turkey,TUR,1999,29.78,0.02,0.00,12.75,0.00
Turkey,TUR,2000,24.84,0.02,0.00,10.66,0.00
Turkey,TUR,2001,19.65,0.05,0.00,9.11,0.00
Turkey,TUR,2002,26.23,0.04,0.00,11.54,0.00
Turkey,TUR,2003,25.32,0.04,0.00,11.33,0.00
Turkey,TUR,2004,30.77,0.04,0.00,13.69,0.00
Turkey,TUR,2005,24.49,0.04,0.00,11.42,0.00
Turkey,TUR,2006,25.11,0.07,0.00,11.46,0.00
Turkey,TUR,2007,18.73,0.19,0.00,8.78,0.00
Turkey,TUR,2008,16.78,0.43,0.00,8.21,0.00
Turkey,TUR,2009,18.47,0.77,0.00,8.92,0.00
Turkey,TUR,2010,24.54,1.38,0.00,12.28,0.00
Turkey,TUR,2011,22.83,2.06,0.00,11.91,0.00
Turkey,TUR,2012,24.17,2.45,0.00,12.52,0.00
Turkey,TUR,2013,24.77,3.15,0.00,13.31,0.00
Turkey,TUR,2014,16.15,3.39,0.01,9.77,0.00
Turkey,TUR,2015,25.70,4.46,0.07,14.06,0.00
Turkey,TUR,2016,24.56,5.67,0.38,14.48,14.48
Turkey,TUR,2017,19.64,6.04,0.97,13.17,0.00
Turkey,TUR,2018,19.73,6.57,2.57,14.85,14.48
Turkey,TUR,2019,29.33,7.18,3.05,19.25,14.48
Turkey,TUR,2020,25.57,8.13,3.59,19.15,14.48
Turkey,TUR,2021,16.83,9.42,3.92,16.52,14.48
Turkmenistan,TKM,1985,0.03,0.00,0.00,0.01,0.00
Turkmenistan,TKM,1986,0.02,0.00,0.00,0.01,0.00
Turkmenistan,TKM,1987,0.02,0.00,0.00,0.01,0.00
Turkmenistan,TKM,1988,0.02,0.00,0.00,0.01,0.00
Turkmenistan,TKM,1989,0.02,0.00,0.00,0.00,0.00
Turkmenistan,TKM,1990,0.02,0.00,0.00,0.01,0.00
Turkmenistan,TKM,1991,0.02,0.00,0.00,0.01,0.00
Turkmenistan,TKM,1992,0.03,0.00,0.00,0.01,0.00
Turkmenistan,TKM,1993,0.04,0.00,0.00,0.01,0.00
Turkmenistan,TKM,1994,0.04,0.00,0.00,0.01,0.00
Turkmenistan,TKM,1995,0.04,0.00,0.00,0.01,0.00
Turkmenistan,TKM,1996,0.05,0.00,0.00,0.01,0.00
Turkmenistan,TKM,1997,0.05,0.00,0.00,0.01,0.00
Turkmenistan,TKM,1998,0.06,0.00,0.00,0.01,0.00
Turkmenistan,TKM,1999,0.06,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2000,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2001,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2002,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2003,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2004,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2005,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2006,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2007,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2008,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2009,0.00,0.00,0.00,0.00,0.00
Turkmenistan,TKM,2010,0.00,0.00,0.00,0.00,0.00
Turkmenistan,TKM,2011,0.00,0.00,0.00,0.00,0.00
Turkmenistan,TKM,2012,0.00,0.00,0.00,0.00,0.00
Turkmenistan,TKM,2013,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2014,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2015,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2016,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2017,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2018,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2019,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2020,0.00,0.00,0.00,0.01,0.00
Turkmenistan,TKM,2021,0.00,0.00,0.00,0.01,0.00
Ukraine,UKR,1985,3.94,0.00,0.00,1.14,0.00
Ukraine,UKR,1986,3.91,0.00,0.00,1.13,0.00
Ukraine,UKR,1987,3.41,0.00,0.00,0.99,0.00
Ukraine,UKR,1988,4.01,0.00,0.00,1.24,0.00
Ukraine,UKR,1989,3.43,0.00,0.00,1.10,0.00
Ukraine,UKR,1990,3.52,0.00,0.00,0.97,0.00
Ukraine,UKR,1991,4.21,0.00,0.00,1.16,0.00
Ukraine,UKR,1992,3.12,0.00,0.00,0.92,0.00
Ukraine,UKR,1993,4.81,0.00,0.00,1.47,0.00
Ukraine,UKR,1994,5.98,0.00,0.00,1.89,0.00
Ukraine,UKR,1995,5.13,0.00,0.00,1.59,0.00
Ukraine,UKR,1996,4.72,0.00,0.00,1.48,0.00
Ukraine,UKR,1997,5.54,0.00,0.00,1.75,0.00
Ukraine,UKR,1998,9.12,0.00,0.00,2.90,0.00
Ukraine,UKR,1999,8.33,0.00,0.00,2.68,0.00
Ukraine,UKR,2000,6.58,0.01,0.00,2.10,0.00
Ukraine,UKR,2001,6.96,0.01,0.00,2.26,0.00
Ukraine,UKR,2002,5.55,0.01,0.00,1.81,0.00
Ukraine,UKR,2003,5.13,0.02,0.00,1.69,0.00
Ukraine,UKR,2004,6.46,0.02,0.00,2.14,0.00
Ukraine,UKR,2005,6.65,0.02,0.00,2.21,0.00
Ukraine,UKR,2006,6.67,0.02,0.00,2.26,0.00
Ukraine,UKR,2007,5.17,0.03,0.00,1.84,0.00
Ukraine,UKR,2008,5.98,0.03,0.00,2.13,0.00
Ukraine,UKR,2009,6.88,0.02,0.00,2.55,0.00
Ukraine,UKR,2010,6.96,0.03,0.00,2.61,0.00
Ukraine,UKR,2011,5.62,0.05,0.02,2.10,0.00
Ukraine,UKR,2012,5.28,0.15,0.17,2.14,0.00
Ukraine,UKR,2013,7.12,0.33,0.29,3.01,0.00
Ukraine,UKR,2014,4.66,0.62,0.24,2.28,0.00
Ukraine,UKR,2015,3.34,0.67,0.30,1.91,0.00
Ukraine,UKR,2016,4.71,0.58,0.30,2.37,0.00
Ukraine,UKR,2017,5.80,0.63,0.48,2.98,0.00
Ukraine,UKR,2018,6.59,0.75,0.70,3.42,0.00
Ukraine,UKR,2019,4.26,1.32,1.92,3.29,0.00
Ukraine,UKR,2020,5.10,2.21,4.03,4.90,0.00
Ukraine,UKR,2021,6.85,2.86,3.83,6.10,0.00
United Arab Emirates,ARE,1985,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,1986,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,1987,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,1988,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,1989,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,1990,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,1991,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,1992,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,1993,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,1994,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,1995,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,1996,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,1997,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,1998,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,1999,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,2000,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,2001,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,2002,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,2003,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,2004,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,2005,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,2006,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,2007,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,2008,0.00,0.00,0.00,0.00,0.00
United Arab Emirates,ARE,2009,0.00,0.00,0.01,0.00,0.00
United Arab Emirates,ARE,2010,0.00,0.00,0.02,0.01,0.00
United Arab Emirates,ARE,2011,0.00,0.00,0.03,0.01,0.00
United Arab Emirates,ARE,2012,0.00,0.00,0.02,0.01,0.00
United Arab Emirates,ARE,2013,0.00,0.00,0.08,0.02,0.00
United Arab Emirates,ARE,2014,0.00,0.00,0.27,0.08,0.00
United Arab Emirates,ARE,2015,0.00,0.00,0.25,0.07,0.00
United Arab Emirates,ARE,2016,0.00,0.00,0.25,0.07,0.00
United Arab Emirates,ARE,2017,0.00,0.00,0.58,0.15,0.00
United Arab Emirates,ARE,2018,0.00,0.00,1.02,0.27,0.00
United Arab Emirates,ARE,2019,0.00,0.00,2.92,0.79,0.00
United Arab Emirates,ARE,2020,0.00,0.00,4.34,1.02,0.00
United Kingdom,GBR,1985,1.33,0.00,0.00,0.49,0.00
United Kingdom,GBR,1986,1.58,0.00,0.00,0.57,0.00
United Kingdom,GBR,1987,1.39,0.00,0.00,0.50,0.00
United Kingdom,GBR,1988,1.58,0.00,0.00,0.58,0.00
United Kingdom,GBR,1989,1.52,0.00,0.00,0.57,0.00
United Kingdom,GBR,1990,1.64,0.00,0.00,0.68,0.00
United Kingdom,GBR,1991,1.44,0.00,0.00,0.61,0.00
United Kingdom,GBR,1992,1.70,0.01,0.00,0.74,0.00
United Kingdom,GBR,1993,1.34,0.07,0.00,0.67,0.00
United Kingdom,GBR,1994,1.57,0.10,0.00,0.83,0.00
United Kingdom,GBR,1995,1.46,0.12,0.00,0.79,0.00
United Kingdom,GBR,1996,0.97,0.14,0.00,0.64,0.00
United Kingdom,GBR,1997,1.19,0.19,0.00,0.83,0.00
United Kingdom,GBR,1998,1.42,0.24,0.00,0.99,0.00
United Kingdom,GBR,1999,1.46,0.23,0.00,1.11,0.00
United Kingdom,GBR,2000,1.36,0.25,0.00,1.13,0.00
United Kingdom,GBR,2001,1.06,0.25,0.00,1.09,0.00
United Kingdom,GBR,2002,1.25,0.33,0.00,1.29,0.00
United Kingdom,GBR,2003,0.82,0.33,0.00,1.23,0.00
United Kingdom,GBR,2004,1.24,0.50,0.00,1.61,0.00
United Kingdom,GBR,2005,1.24,0.73,0.00,1.92,0.00
United Kingdom,GBR,2006,1.17,1.08,0.00,2.12,0.00
United Kingdom,GBR,2007,1.29,1.34,0.00,2.42,0.00
United Kingdom,GBR,2008,1.34,1.85,0.01,2.91,0.00
United Kingdom,GBR,2009,1.40,2.49,0.01,3.55,0.00
United Kingdom,GBR,2010,0.95,2.72,0.01,3.66,0.00
United Kingdom,GBR,2011,1.56,4.37,0.07,4.89,0.00
United Kingdom,GBR,2012,1.47,5.50,0.37,5.45,0.00
United Kingdom,GBR,2013,1.32,7.99,0.57,6.95,0.00
United Kingdom,GBR,2014,1.76,9.53,1.21,8.88,0.00
United Kingdom,GBR,2015,1.88,12.01,2.25,10.98,0.00
United Kingdom,GBR,2016,1.60,11.05,3.09,11.04,0.00
United Kingdom,GBR,2017,1.75,14.81,3.42,12.95,0.00
United Kingdom,GBR,2018,1.65,17.22,3.85,14.53,14.48
United Kingdom,GBR,2019,1.84,20.00,4.02,16.24,14.48
United Kingdom,GBR,2020,2.17,23.96,4.33,20.08,14.48
United Kingdom,GBR,2021,1.82,21.17,4.06,17.95,14.48
United States,USA,1985,10.81,0.00,0.00,4.77,0.00
United States,USA,1986,11.10,0.00,0.00,4.90,0.00
United States,USA,1987,9.21,0.00,0.00,4.21,0.00
United States,USA,1988,7.84,0.00,0.00,3.67,0.00
United States,USA,1989,8.71,0.07,0.01,4.30,0.00
United States,USA,1990,9.04,0.09,0.01,4.72,0.00
United States,USA,1991,8.78,0.09,0.01,4.72,0.00
United States,USA,1992,7.66,0.09,0.01,4.26,0.00
United States,USA,1993,8.20,0.09,0.01,4.57,0.00
United States,USA,1994,7.50,0.10,0.01,4.25,0.00
United States,USA,1995,8.72,0.09,0.01,4.76,0.00
United States,USA,1996,9.49,0.09,0.01,5.02,0.00
United States,USA,1997,9.58,0.09,0.01,5.12,0.00
United States,USA,1998,8.35,0.08,0.01,4.70,0.00
United States,USA,1999,8.04,0.12,0.01,4.58,0.00
United States,USA,2000,7.10,0.15,0.01,4.03,0.00
United States,USA,2001,5.58,0.18,0.01,3.42,0.00
United States,USA,2002,6.65,0.27,0.01,4.02,0.00
United States,USA,2003,6.91,0.29,0.01,4.18,0.00
United States,USA,2004,6.58,0.36,0.01,4.10,0.00
United States,USA,2005,6.54,0.44,0.01,4.22,0.00
United States,USA,2006,6.99,0.66,0.01,4.68,0.00
United States,USA,2007,5.81,0.83,0.01,4.37,0.00
United States,USA,2008,6.05,1.35,0.02,5.00,0.00
United States,USA,2009,6.82,1.88,0.02,5.80,0.00
United States,USA,2010,6.19,2.30,0.03,5.84,0.00
United States,USA,2011,7.65,2.94,0.04,6.90,0.00
United States,USA,2012,6.71,3.49,0.11,6.89,0.00
United States,USA,2013,6.51,4.14,0.22,7.13,0.00
United States,USA,2014,6.18,4.43,0.71,7.26,0.00
United States,USA,2015,5.97,4.67,0.96,7.47,0.00
United States,USA,2016,6.39,5.55,1.34,8.29,0.00
United States,USA,2017,7.25,6.28,1.91,9.08,0.00
United States,USA,2018,6.82,6.49,2.22,8.96,0.00
United States,USA,2019,6.80,7.12,2.57,9.32,0.00
United States,USA,2020,6.92,8.36,3.23,10.53,0.00
United States,USA,2021,5.94,9.11,3.96,10.66,0.00
Uzbekistan,UZB,1985,11.33,0.00,0.00,3.44,0.00
Uzbekistan,UZB,1986,8.85,0.00,0.00,2.98,0.00
Uzbekistan,UZB,1987,12.37,0.00,0.00,4.20,0.00
Uzbekistan,UZB,1988,14.16,0.00,0.00,4.41,0.00
Uzbekistan,UZB,1989,9.85,0.00,0.00,3.28,0.00
Uzbekistan,UZB,1990,11.80,0.00,0.00,3.77,0.00
Uzbekistan,UZB,1991,11.13,0.00,0.00,3.47,0.00
Uzbekistan,UZB,1992,12.34,0.00,0.00,3.81,0.00
Uzbekistan,UZB,1993,14.97,0.00,0.00,4.15,0.00
Uzbekistan,UZB,1994,14.97,0.00,0.00,4.11,0.00
Uzbekistan,UZB,1995,13.04,0.00,0.00,3.60,0.00
Uzbekistan,UZB,1996,14.37,0.00,0.00,3.68,0.00
Uzbekistan,UZB,1997,12.54,0.00,0.00,3.29,0.00
Uzbekistan,UZB,1998,12.54,0.00,0.00,3.29,0.00
Uzbekistan,UZB,1999,12.55,0.00,0.00,2.87,0.00
Uzbekistan,UZB,2000,13.13,0.00,0.00,2.90,0.00
Uzbekistan,UZB,2001,13.13,0.00,0.00,2.94,0.00
Uzbekistan,UZB,2002,13.11,0.00,0.00,2.93,0.00
Uzbekistan,UZB,2003,16.11,0.00,0.00,3.67,0.00
Uzbekistan,UZB,2004,18.82,0.00,0.00,3.32,0.00
Uzbekistan,UZB,2005,18.82,0.00,0.00,3.50,0.00
Uzbekistan,UZB,2006,10.59,0.00,0.00,3.16,0.00
Uzbekistan,UZB,2007,10.33,0.00,0.00,3.24,0.00
Uzbekistan,UZB,2008,11.04,0.00,0.00,2.33,0.00
Uzbekistan,UZB,2009,14.39,0.00,0.00,3.45,0.00
Uzbekistan,UZB,2010,16.46,0.00,0.00,4.28,0.00
Uzbekistan,UZB,2011,11.32,0.00,0.00,2.82,0.00
Uzbekistan,UZB,2012,13.14,0.00,0.00,3.21,0.00
Uzbekistan,UZB,2013,10.95,0.00,0.00,3.13,0.00
Uzbekistan,UZB,2014,11.40,0.00,0.00,2.97,0.00
Uzbekistan,UZB,2015,12.83,0.00,0.00,3.01,0.00
Uzbekistan,UZB,2016,12.95,0.00,0.00,3.57,0.00
Uzbekistan,UZB,2017,14.36,0.00,0.02,3.97,0.00
Uzbekistan,UZB,2018,9.83,0.00,0.02,2.93,0.00
Uzbekistan,UZB,2019,10.75,0.00,0.02,3.20,0.00
Uzbekistan,UZB,2020,8.94,0.00,0.02,2.52,0.00
Uzbekistan,UZB,2021,8.44,0.00,0.02,2.65,0.00
Venezuela,VEN,1985,47.89,0.00,0.00,13.29,0.00
Venezuela,VEN,1986,50.21,0.00,0.00,13.75,0.00
Venezuela,VEN,1987,56.98,0.00,0.00,16.86,14.48
Venezuela,VEN,1988,58.72,0.00,0.00,17.95,14.48
Venezuela,VEN,1989,60.16,0.00,0.00,18.05,14.48
Venezuela,VEN,1990,62.34,0.00,0.00,18.12,14.48
Venezuela,VEN,1991,70.33,0.00,0.00,21.68,14.48
Venezuela,VEN,1992,70.09,0.00,0.00,21.26,14.48
Venezuela,VEN,1993,68.43,0.00,0.00,21.58,14.48
Venezuela,VEN,1994,72.01,0.00,0.00,21.47,14.48
Venezuela,VEN,1995,70.05,0.00,0.00,20.92,14.48
Venezuela,VEN,1996,71.24,0.00,0.00,22.46,14.48
Venezuela,VEN,1997,73.36,0.00,0.00,22.60,14.48
Venezuela,VEN,1998,71.59,0.00,0.00,21.55,14.48
Venezuela,VEN,1999,75.20,0.00,0.00,22.53,14.48
Venezuela,VEN,2000,74.72,0.00,0.00,22.72,14.48
Venezuela,VEN,2001,68.21,0.00,0.00,20.88,14.48
Venezuela,VEN,2002,68.02,0.00,0.00,20.20,14.48
Venezuela,VEN,2003,67.13,0.00,0.00,21.84,14.48
Venezuela,VEN,2004,72.10,0.00,0.00,23.13,14.48
Venezuela,VEN,2005,75.41,0.00,0.00,24.53,14.48
Venezuela,VEN,2006,74.87,0.00,0.00,24.40,14.48
Venezuela,VEN,2007,73.52,0.00,0.00,23.41,14.48
Venezuela,VEN,2008,73.81,0.00,0.00,24.76,14.48
Venezuela,VEN,2009,72.92,0.00,0.00,24.42,14.48
Venezuela,VEN,2010,68.61,0.00,0.00,22.48,14.48
Venezuela,VEN,2011,71.99,0.00,0.00,23.65,14.48
Venezuela,VEN,2012,68.51,0.04,0.00,22.08,14.48
Venezuela,VEN,2013,68.90,0.08,0.00,21.72,14.48
Venezuela,VEN,2014,63.43,0.09,0.00,22.18,14.48
Venezuela,VEN,2015,62.21,0.08,0.01,20.80,14.48
Venezuela,VEN,2016,59.54,0.09,0.01,19.95,14.48
Venezuela,VEN,2017,59.79,0.09,0.01,21.94,14.48
Venezuela,VEN,2018,59.78,0.09,0.01,22.04,14.48
Venezuela,VEN,2019,59.77,0.11,0.01,22.61,14.48
Venezuela,VEN,2020,66.34,0.10,0.01,30.14,28.96
Venezuela,VEN,2021,64.38,0.10,0.01,28.43,14.48
Vietnam,VNM,1985,29.14,0.00,0.00,7.08,0.00
Vietnam,VNM,1986,25.46,0.00,0.00,6.23,0.00
Vietnam,VNM,1987,22.87,0.00,0.00,5.44,0.00
Vietnam,VNM,1988,26.40,0.00,0.00,7.04,0.00
Vietnam,VNM,1989,49.31,0.00,0.00,15.83,14.48
Vietnam,VNM,1990,61.85,0.00,0.00,20.58,14.48
Vietnam,VNM,1991,68.59,0.00,0.00,23.79,14.48
Vietnam,VNM,1992,74.48,0.00,0.00,24.91,14.48
Vietnam,VNM,1993,74.70,0.00,0.00,24.04,14.48
Vietnam,VNM,1994,75.22,0.00,0.00,24.97,14.48
Vietnam,VNM,1995,72.24,0.00,0.00,24.61,14.48
Vietnam,VNM,1996,70.87,0.00,0.00,24.36,14.48
Vietnam,VNM,1997,60.93,0.00,0.00,20.53,14.48
Vietnam,VNM,1998,51.16,0.00,0.00,18.07,14.48
Vietnam,VNM,1999,58.47,0.00,0.00,21.66,14.48
Vietnam,VNM,2000,54.78,0.00,0.00,20.09,14.48
Vietnam,VNM,2001,59.49,0.00,0.00,22.10,14.48
Vietnam,VNM,2002,50.84,0.00,0.00,20.06,14.48
Vietnam,VNM,2003,46.40,0.00,0.00,19.30,14.48
Vietnam,VNM,2004,38.57,0.00,0.00,14.76,14.48
Vietnam,VNM,2005,31.74,0.00,0.00,12.85,0.00
Vietnam,VNM,2006,34.04,0.00,0.00,16.61,14.48
Vietnam,VNM,2007,34.98,0.00,0.00,17.20,14.48
Vietnam,VNM,2008,36.62,0.00,0.00,16.01,14.48
Vietnam,VNM,2009,37.18,0.01,0.00,17.95,14.48
Vietnam,VNM,2010,31.09,0.04,0.01,14.71,14.48
Vietnam,VNM,2011,40.47,0.04,0.01,19.03,14.48
Vietnam,VNM,2012,46.30,0.03,0.01,23.39,14.48
Vietnam,VNM,2013,46.46,0.06,0.01,23.88,14.48
Vietnam,VNM,2014,44.01,0.05,0.01,23.07,14.48
Vietnam,VNM,2015,36.20,0.11,0.01,18.58,14.48
Vietnam,VNM,2016,36.51,0.11,0.01,19.18,14.48
Vietnam,VNM,2017,45.72,0.18,0.01,24.21,14.48
Vietnam,VNM,2018,40.39,0.23,0.05,20.76,14.48
Vietnam,VNM,2019,29.26,0.32,2.31,15.89,14.48
Vietnam,VNM,2020,31.17,0.45,4.61,19.14,14.48
Vietnam,VNM,2021,31.01,0.98,10.53,22.73,14.48
World,OWID_WRL,1985,20.03,0.00,0.00,7.31,0.00
World,OWID_WRL,1986,19.71,0.00,0.00,7.29,0.00
World,OWID_WRL,1987,19.06,0.00,0.00,7.15,0.00
World,OWID_WRL,1988,18.85,0.00,0.00,7.11,0.00
World,OWID_WRL,1989,17.91,0.02,0.00,6.99,0.00
World,OWID_WRL,1990,18.05,0.03,0.00,7.18,0.00
World,OWID_WRL,1991,18.07,0.03,0.00,7.31,0.00
World,OWID_WRL,1992,17.90,0.04,0.00,7.29,0.00
World,OWID_WRL,1993,18.58,0.05,0.00,7.65,0.00
World,OWID_WRL,1994,18.23,0.06,0.00,7.63,0.00
World,OWID_WRL,1995,18.56,0.06,0.00,7.87,0.00
World,OWID_WRL,1996,18.24,0.07,0.01,7.75,0.00
World,OWID_WRL,1997,18.13,0.09,0.01,7.84,0.00
World,OWID_WRL,1998,17.79,0.11,0.01,7.88,0.00
World,OWID_WRL,1999,17.42,0.14,0.01,7.84,0.00
World,OWID_WRL,2000,17.51,0.21,0.01,7.82,0.00
World,OWID_WRL,2001,16.85,0.25,0.01,7.55,0.00
World,OWID_WRL,2002,16.53,0.33,0.01,7.57,0.00
World,OWID_WRL,2003,15.97,0.39,0.01,7.34,0.00
World,OWID_WRL,2004,16.36,0.50,0.02,7.53,0.00
World,OWID_WRL,2005,16.30,0.58,0.02,7.59,0.00
World,OWID_WRL,2006,16.25,0.72,0.03,7.72,0.00
World,OWID_WRL,2007,15.74,0.88,0.04,7.76,0.00
World,OWID_WRL,2008,16.44,1.12,0.06,8.26,0.00
World,OWID_WRL,2009,16.51,1.41,0.10,8.57,0.00
World,OWID_WRL,2010,16.30,1.65,0.15,8.81,0.00
World,OWID_WRL,2011,16.07,2.03,0.29,8.99,0.00
World,OWID_WRL,2012,16.44,2.39,0.43,9.42,0.00
World,OWID_WRL,2013,16.56,2.81,0.58,9.86,0.00
World,OWID_WRL,2014,16.51,3.06,0.84,10.22,0.00
World,OWID_WRL,2015,16.36,3.50,1.08,10.50,0.00
World,OWID_WRL,2016,16.45,3.95,1.35,10.93,0.00
World,OWID_WRL,2017,16.20,4.54,1.78,11.36,0.00
World,OWID_WRL,2018,16.04,4.86,2.19,11.74,0.00
World,OWID_WRL,2019,16.01,5.38,2.66,12.24,0.00
World,OWID_WRL,2020,16.52,6.04,3.24,13.46,0.00
World,OWID_WRL,2021,15.22,6.65,3.74,13.47,0.00

